"Gene","Cancer","TDL","IDG_Status","Kinase_score_percent","rank","Kinase_Type","Kinase_Group","Kinase_Family","Kinase_protein","MOA"
"CSNK1G2","PRAD","Tchem","Understudied",3.33333333333333,11,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-2","no"
"CSNK1G3","PRAD","Tbio","Understudied",3.33333333333333,11,"protein kinase","CK1 group","CK1 family","casein kinase i isoform gamma-3","no"
"CSNK2A1","PRAD","Tchem","Studied",0,12,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A2","PRAD","Tchem","Studied",0,12,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha","no"
"CSNK2A3","PRAD","Tdark","Understudied",0,12,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit alpha 3","no"
"CSNK2B","PRAD","Tbio","Studied",0,12,"protein kinase","CMGC group","CK2 family","casein kinase ii subunit beta","no"
"DAPK1","PRAD","Tchem","Studied",0,12,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 1","no"
"DAPK2","PRAD","Tchem","Studied",0,12,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 2","no"
"DAPK3","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","CAMK group","DAPK family","death-associated protein kinase 3","no"
"DCK","PRAD","Tchem","Studied",3.33333333333333,11,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxycytidine kinase","no"
"DCLK1","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk1","no"
"DCLK2","PRAD","Tchem","Studied",6.66666666666667,10,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk2","no"
"DCLK3","PRAD","Tchem","Understudied",26.6666666666667,6,"protein kinase","CAMK group","DCAMKL family","serine/threonine-protein kinase dclk3","no"
"DDR1","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","DDR family","epithelial discoidin domain-containing receptor 1","no"
"DDR2","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","DDR family","discoidin domain-containing receptor 2","no"
"DGKA","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase alpha","no"
"DGKH","PRAD","Tbio","Studied",0,12,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase eta","no"
"DGKQ","PRAD","Tbio","Studied",23.3333333333333,7,"Non-protein kinase","lipid kinase","Diacylglycerol kinase family","diacylglycerol kinase theta","no"
"DGUOK","PRAD","Tbio","Studied",0,12,"Non-protein kinase","nucleoside/nucleotide kinase","DCK/DGK family","deoxyguanosine kinase, mitochondrial","no"
"DMPK","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","AGC group","DMPK family","myotonin-protein kinase","no"
"DSTYK","PRAD","Tchem","Understudied",3.33333333333333,11,"protein kinase","other group","SGK496 family","dual serine/threonine and tyrosine protein kinase","no"
"DTYMK","PRAD","Tbio","Studied",0,12,"Non-protein kinase","nucleoside/nucleotide kinase","Thymidylate kinase family","thymidylate kinase","no"
"DYRK1A","PRAD","Tchem","Studied",0,12,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1a","no"
"DYRK1B","PRAD","Tchem","Understudied",3.33333333333333,11,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 1b","no"
"DYRK2","PRAD","Tchem","Understudied",26.6666666666667,6,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 2","no"
"DYRK3","PRAD","Tchem","Understudied",0,12,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 3","no"
"DYRK4","PRAD","Tchem","Understudied",3.33333333333333,11,"protein kinase","CMGC group","DYRK family","dual specificity tyrosine-phosphorylation-regulated kinase 4","no"
"EEF2K","PRAD","Tchem","Understudied",6.66666666666667,10,"protein kinase","Atypical group","Alpha family","eukaryotic elongation factor 2 kinase","no"
"EFNA1","PRAD","Tbio","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin-a1","no"
"EGFR","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","EGFR family","epidermal growth factor receptor","no"
"EIF2AK1","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 1","no"
"EIF2AK2","PRAD","Tchem","Studied",0,12,"protein kinase","other group","PEK family","interferon-induced, double-stranded rna-activated protein kinase","no"
"EIF2AK3","PRAD","Tchem","Studied",0,12,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 3","no"
"EIF2AK4","PRAD","Tchem","Studied",0,12,"protein kinase","other group","PEK family","eukaryotic translation initiation factor 2-alpha kinase 4","no"
"EPHA1","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin type-a receptor 1","no"
"EPHA10","PRAD","Tbio","Studied",43.3333333333333,3,"protein kinase","TK group","Eph family","ephrin type-a receptor 10","no"
"EPHA2","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin type-a receptor 2","no"
"EPHA3","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-a receptor 3","no"
"EPHA4","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin type-a receptor 4","no"
"EPHA5","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin type-a receptor 5","no"
"EPHA6","PRAD","Tchem","Studied",20,8,"protein kinase","TK group","Eph family","ephrin type-a receptor 6","no"
"EPHA7","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-a receptor 7","no"
"EPHA8","PRAD","Tchem","Studied",20,8,"protein kinase","TK group","Eph family","ephrin type-a receptor 8","no"
"EPHB1","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-b receptor 1","no"
"EPHB2","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-b receptor 2","no"
"EPHB3","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-b receptor 3","no"
"EPHB4","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","Eph family","ephrin type-b receptor 4","no"
"EPHB6","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","Eph family","ephrin type-b receptor 6","no"
"ERBB2","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-2","no"
"ERBB3","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-3","no"
"ERBB4","PRAD","Tclin","Studied",6.66666666666667,10,"protein kinase","TK group","EGFR family","receptor tyrosine-protein kinase erbb-4","no"
"ERN1","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire1","no"
"ERN2","PRAD","Tbio","Understudied",0,12,"protein kinase","other group","IRE family","serine/threonine-protein kinase/endoribonuclease ire2","no"
"ETNK1","PRAD","Tbio","Studied",0,12,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 1","no"
"ETNK2","PRAD","Tdark","Studied",3.33333333333333,11,"Non-protein kinase","other small molecule kinase","choline/ethanolamine kinase","ethanolamine kinase 2","no"
"FASTK","PRAD","Tbio","Studied",0,12,"protein kinase","Atypical group","FAST family","Fas-activated serine/threonine kinase","no"
"FER","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","FER family","tyrosine-protein kinase fer","no"
"FES","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","FER family","tyrosine-protein kinase fes/fps","no"
"FGFR1","PRAD","Tclin","Studied",6.66666666666667,10,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 1","no"
"FGFR2","PRAD","Tclin","Studied",10,9,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 2","no"
"FGFR3","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 3","no"
"FGFR4","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","TK group","FGFR family","fibroblast growth factor receptor 4","no"
"FGGY","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","carbohydrate kinase","FGGY Kinase family","FGGY carbohydrate kinase domain-containing protein","no"
"FGR","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","SRC family","tyrosine-protein kinase fgr","no"
"FLT1","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 1","no"
"FLT3","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","PDGFR family","receptor-type tyrosine-protein kinase flt3","no"
"FLT4","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","VEGFR family","vascular endothelial growth factor receptor 3","no"
"FN3K","PRAD","Tbio","Studied",23.3333333333333,7,"Non-protein kinase","other small molecule kinase","frustocamine kinase","fructosamine-3-kinase","no"
"FN3KRP","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","other small molecule kinase","frustocamine kinase","ketosamine-3-kinase","no"
"FRK","PRAD","Tchem","Studied",0,12,"protein kinase","TK group","SRC family","tyrosine-protein kinase frk","no"
"FUK","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","GHMP kinase","L-fucose kinase","no"
"FYN","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","SRC family","tyrosine-protein kinase fyn","no"
"GAK","PRAD","Tchem","Studied",0,12,"protein kinase","other group","NAK family","cyclin-g-associated kinase","no"
"GALK1","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GALK2","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","GHMP kinase","galactokinase","no"
"GCK","PRAD","Tchem","Studied",3.33333333333333,11,"Non-protein kinase","carbohydrate kinase","Hexokinase family","glucokinase","no"
"GK","PRAD","Tbio","Studied",26.6666666666667,6,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase","no"
"GK2","PRAD","Tdark","Studied",3.33333333333333,11,"Non-protein kinase","other small molecule kinase","FGGY kinase family","glycerol kinase 2","no"
"GK3P","PRAD","Tdark","Studied",23.3333333333333,7,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","glycerol kinase 3","no"
"GK5","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","FGGY kinase family","putative glycerol kinase 5","no"
"GLYCTK","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","glycerate kinase type-2 family","glycerate kinase","no"
"GRK1","PRAD","Tchem","Studied",0,12,"protein kinase","AGC group","GRK family","rhodopsin kinase","no"
"GRK2","PRAD","Tchem","Studied",0,12,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 1","no"
"GRK3","PRAD","Tchem","Studied",0,12,"protein kinase","AGC group","GRK family","beta-adrenergic receptor kinase 2","no"
"GRK4","PRAD","Tchem","Studied",0,12,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 4","no"
"GRK5","PRAD","Tchem","Studied",0,12,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 5","no"
"GRK6","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 6","no"
"GRK7","PRAD","Tchem","Studied",20,8,"protein kinase","AGC group","GRK family","G protein-coupled receptor kinase 7","no"
"GSK3A","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 alpha","no"
"GSK3B","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","CMGC group","GSK family","glycogen synthase kinase-3 beta","no"
"GUCY2C","PRAD","Tclin","Studied",20,8,"protein kinase","RGC group","RGC family","heat-stable enterotoxin receptor","no"
"GUCY2D","PRAD","Tbio","Studied",3.33333333333333,11,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 1","no"
"GUCY2F","PRAD","Tbio","Studied",0,12,"protein kinase","RGC group","RGC family","retinal guanylyl cyclase 2","no"
"GUK1","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","nucleoside/nucleotide kinase","Guanylate kinase family","guanylate kinase","no"
"HASPIN","PRAD","Tchem","Studied",26.6666666666667,6,"protein kinase","STE group","STE Ser/Thr protein kinase family","serine/threonine-protein kinase haspin","no"
"HCK","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","SRC family","tyrosine-protein kinase hck","no"
"HIPK1","PRAD","Tchem","Understudied",0,12,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 1","no"
"HIPK2","PRAD","Tchem","Studied",0,12,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 2","no"
"HIPK3","PRAD","Tchem","Understudied",0,12,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 3","no"
"HIPK4","PRAD","Tchem","Understudied",3.33333333333333,11,"protein kinase","CMGC group","DYRK family","homeodomain-interacting protein kinase 4","no"
"HK1","PRAD","Tchem","Studied",3.33333333333333,11,"Non-protein kinase","carbohydrate kinase","Hexokinase family","hexokinase-1","no"
"HK2","PRAD","Tchem","Studied",0,12,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 2","no"
"HK3","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","hexokinase family","hexokinase 3","no"
"HKDC1","PRAD","Tbio","Studied",0,12,"Non-protein kinase","carbohydrate kinase","hexokinase family","putative hexokinase HKDC1","no"
"HUNK","PRAD","Tchem","Studied",0,12,"protein kinase","CAMK group","CAMKL family","hormonally up-regulated neu tumor-associated kinase","no"
"ICK","PRAD","Tchem","Understudied",0,12,"protein kinase","CMGC group","RCK family","serine/threonine-protein kinase ick","no"
"IDNK","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","carbohydrate kinase","gluconokinase GntK/GntV family","probable gluconokinase","no"
"IGF1R","PRAD","Tclin","Studied",3.33333333333333,11,"protein kinase","TK group","INSR family","insulin-like growth factor 1 receptor","no"
"IKBKB","PRAD","Tchem","Studied",23.3333333333333,7,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit beta","no"
"IKBKE","PRAD","Tchem","Studied",0,12,"protein kinase","other group","IKK family","inhibitor of nuclear factor kappa-b kinase subunit epsilon","no"
"IKBKG","PRAD","Tbio","Studied",0,12,"protein kinase","Unclassified protein","","nf-kappa-b essential modulator","no"
"ILK","PRAD","Tchem","Studied",6.66666666666667,10,"protein kinase","TKL group","MLK family","integrin-linked protein kinase","no"
"INSR","PRAD","Tclin","Studied",0,12,"protein kinase","TK group","INSR family","insulin receptor","no"
"INSRR","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TK group","INSR family","insulin receptor-related protein","no"
"IP6K1","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 1","no"
"IP6K2","PRAD","Tbio","Studied",0,12,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 2","no"
"IP6K3","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","lipid kinase","inositol phosphokinase (IPK) family","inositol hexakisphosphate kinase 3","no"
"IPMK","PRAD","Tbio","Studied",3.33333333333333,11,"Non-protein kinase","lipid kinase","Inositol phosphokinase (IPK) family","inositol polyphosphate multikinase","no"
"IRAK1","PRAD","Tchem","Studied",3.33333333333333,11,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase 1","no"
"IRAK2","PRAD","Tbio","Studied",0,12,"protein kinase","TKL group","IRAK family","interleukin-1 receptor-associated kinase-like 2","no"
